order_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,delivery_delay_days,delivery_completion_rate,is_on_time,is_complete_delivery
FMR39621603,25891302,95,2024-03-09,2024-03-09,95,0,100.0,Yes,Yes
FMR37321502,25891302,30,2024-03-07,2024-03-07,30,0,100.0,Yes,Yes
FMR38520302,25891302,46,2024-03-08,2024-03-08,41,0,89.13,Yes,No
FMR37220402,25891302,91,2024-03-07,2024-03-07,82,0,90.11,Yes,No
FMR37201603,25891302,68,2024-03-07,2024-03-07,54,0,79.41,Yes,No
FMR38122302,25891302,38,2024-03-08,2024-03-10,30,2,78.95,No,No
FMR38902503,25891302,86,2024-03-08,2024-03-08,86,0,100.0,Yes,Yes
FMR37303302,25891302,94,2024-03-07,2024-03-07,94,0,100.0,Yes,Yes
FMR39720302,25891302,39,2024-03-09,2024-03-11,39,2,100.0,No,Yes
FMR38401302,25891302,67,2024-03-08,2024-03-08,67,0,100.0,Yes,Yes
FMR38601302,25891302,96,2024-03-08,2024-03-07,91,-1,94.79,Yes,No
FMR39121602,25891302,64,2024-03-09,2024-03-10,64,1,100.0,No,Yes
FMR39503302,25891302,47,2024-03-09,2024-03-09,47,0,100.0,Yes,Yes
FMR37402302,25891302,37,2024-03-07,2024-03-07,37,0,100.0,Yes,Yes
FMR39721601,25891301,32,2024-03-09,2024-03-09,32,0,100.0,Yes,Yes
FMR38420301,25891301,71,2024-03-08,2024-03-10,67,2,94.37,No,No
FMR37122301,25891301,90,2024-03-07,2024-03-08,86,1,95.56,No,No
FMR38122302,25891301,28,2024-03-08,2024-03-10,27,2,96.43,No,No
FMR39122301,25891301,21,2024-03-09,2024-03-11,20,2,95.24,No,No
FMR39101602,25891301,83,2024-03-09,2024-03-09,83,0,100.0,Yes,Yes
FMR39421301,25891301,48,2024-03-09,2024-03-09,48,0,100.0,Yes,Yes
FMR37321502,25891301,29,2024-03-07,2024-03-07,29,0,100.0,Yes,Yes
FMR39321403,25891301,79,2024-03-09,2024-03-09,79,0,100.0,Yes,Yes
FMR39203301,25891301,29,2024-03-09,2024-03-08,29,-1,100.0,Yes,Yes
FMR37601401,25891301,99,2024-03-07,2024-03-07,94,0,94.95,Yes,No
FMR37503301,25891301,76,2024-03-07,2024-03-07,68,0,89.47,Yes,No
FMR38521301,25891301,92,2024-03-08,2024-03-08,92,0,100.0,Yes,Yes
FMR38202601,25891301,78,2024-03-08,2024-03-08,78,0,100.0,Yes,Yes
FMR39202503,25891301,76,2024-03-09,2024-03-09,76,0,100.0,Yes,Yes
FMR38522301,25891301,87,2024-03-08,2024-03-09,87,1,100.0,No,Yes
FMR37621502,25891301,52,2024-03-07,2024-03-07,52,0,100.0,Yes,Yes
FMR37702301,25891301,52,2024-03-07,2024-03-07,47,0,90.38,Yes,No
FMR39520301,25891301,98,2024-03-09,2024-03-10,98,1,100.0,No,Yes
FMR37301301,25891301,53,2024-03-07,2024-03-09,53,2,100.0,No,Yes
FMR39303602,25891301,43,2024-03-09,2024-03-09,43,0,100.0,Yes,Yes
FMR39902501,25891301,78,2024-03-09,2024-03-09,78,0,100.0,Yes,Yes
FMR37401403,25891301,75,2024-03-07,2024-03-07,75,0,100.0,Yes,Yes
FMR37401102,25891102,340,2024-03-07,2024-03-08,340,1,100.0,No,Yes
FMR38401302,25891102,338,2024-03-08,2024-03-08,338,0,100.0,Yes,Yes
FMR39401503,25891102,389,2024-03-09,2024-03-09,389,0,100.0,Yes,Yes
FMR37521102,25891102,305,2024-03-07,2024-03-09,305,2,100.0,No,Yes
FMR37121102,25891102,476,2024-03-07,2024-03-08,452,1,94.96,No,No
FMR39121602,25891102,412,2024-03-09,2024-03-10,412,1,100.0,No,Yes
FMR38503602,25891102,444,2024-03-08,2024-03-08,422,0,95.05,Yes,No
FMR39503302,25891102,495,2024-03-09,2024-03-09,495,0,100.0,Yes,Yes
FMR39720103,25891102,424,2024-03-09,2024-03-09,424,0,100.0,Yes,Yes
FMR37501502,25891102,344,2024-03-07,2024-03-07,344,0,100.0,Yes,Yes
FMR39501501,25891102,375,2024-03-09,2024-03-09,375,0,100.0,Yes,Yes
FMR37903601,25891102,479,2024-03-07,2024-03-07,479,0,100.0,Yes,Yes
FMR37420601,25891102,474,2024-03-07,2024-03-08,474,1,100.0,No,Yes
FMR38420102,25891102,381,2024-03-08,2024-03-08,381,0,100.0,Yes,Yes
FMR39420203,25891102,483,2024-03-09,2024-03-12,483,3,100.0,No,Yes
FMR37220402,25891102,439,2024-03-07,2024-03-07,439,0,100.0,Yes,Yes
FMR37101102,25891102,410,2024-03-07,2024-03-07,390,0,95.12,Yes,No
FMR37201603,25891102,491,2024-03-07,2024-03-07,466,0,94.91,Yes,No
FMR38201102,25891102,366,2024-03-08,2024-03-09,329,1,89.89,No,No
FMR38102102,25891102,302,2024-03-08,2024-03-07,302,-1,100.0,Yes,Yes
FMR37122102,25891102,349,2024-03-07,2024-03-10,279,3,79.94,No,No
FMR37621502,25891102,368,2024-03-07,2024-03-07,368,0,100.0,Yes,Yes
FMR37603402,25891102,401,2024-03-07,2024-03-07,401,0,100.0,Yes,Yes
FMR38102503,25891502,219,2024-03-08,2024-03-08,219,0,100.0,Yes,Yes
FMR39102502,25891502,160,2024-03-09,2024-03-10,160,1,100.0,No,Yes
FMR38122502,25891502,176,2024-03-08,2024-03-09,176,1,100.0,No,Yes
FMR39122502,25891502,219,2024-03-09,2024-03-12,197,3,89.95,No,No
FMR37622502,25891502,109,2024-03-07,2024-03-08,98,1,89.91,No,No
FMR37201603,25891502,225,2024-03-07,2024-03-07,225,0,100.0,Yes,Yes
FMR38301603,25891502,129,2024-03-08,2024-03-08,129,0,100.0,Yes,Yes
FMR39203601,25891502,205,2024-03-09,2024-03-09,205,0,100.0,Yes,Yes
FMR39903603,25891502,159,2024-03-09,2024-03-09,127,0,79.87,Yes,No
FMR39121602,25891502,192,2024-03-09,2024-03-10,192,1,100.0,No,Yes
FMR37621502,25891502,112,2024-03-07,2024-03-07,106,0,94.64,Yes,No
FMR39621603,25891502,214,2024-03-09,2024-03-09,214,0,100.0,Yes,Yes
FMR38721502,25891502,168,2024-03-08,2024-03-09,160,1,95.24,No,No
FMR38403502,25891502,156,2024-03-08,2024-03-08,156,0,100.0,Yes,Yes
FMR37321502,25891502,116,2024-03-07,2024-03-07,116,0,100.0,Yes,Yes
FMR37501502,25891502,132,2024-03-07,2024-03-07,132,0,100.0,Yes,Yes
FMR39601502,25891502,200,2024-03-09,2024-03-09,160,0,80.0,Yes,No
FMR38421502,25891502,133,2024-03-08,2024-03-11,126,3,94.74,No,No
FMR39520403,25891403,294,2024-03-09,2024-03-08,265,-1,90.14,Yes,No
FMR37203602,25891403,358,2024-03-07,2024-03-07,358,0,100.0,Yes,Yes
FMR39203601,25891403,339,2024-03-09,2024-03-09,322,0,94.99,Yes,No
FMR37321601,25891403,263,2024-03-07,2024-03-08,263,1,100.0,No,Yes
FMR39321403,25891403,397,2024-03-09,2024-03-09,397,0,100.0,Yes,Yes
FMR39420403,25891403,205,2024-03-09,2024-03-11,205,2,100.0,No,Yes
FMR38603403,25891403,230,2024-03-08,2024-03-11,230,3,100.0,No,Yes
FMR37221601,25891403,458,2024-03-07,2024-03-07,458,0,100.0,Yes,Yes
FMR39721403,25891403,377,2024-03-09,2024-03-08,377,-1,100.0,Yes,Yes
FMR39703403,25891403,299,2024-03-09,2024-03-09,299,0,100.0,Yes,Yes
FMR37102403,25891403,489,2024-03-07,2024-03-07,489,0,100.0,Yes,Yes
FMR38202403,25891403,448,2024-03-08,2024-03-10,426,2,95.09,No,No
FMR39303403,25891403,360,2024-03-09,2024-03-10,324,1,90.0,No,No
FMR37301403,25891403,446,2024-03-07,2024-03-07,446,0,100.0,Yes,Yes
FMR37601403,25891403,279,2024-03-07,2024-03-09,223,2,79.93,No,No
FMR37103403,25891403,300,2024-03-07,2024-03-07,270,0,90.0,Yes,No
FMR38103403,25891403,310,2024-03-08,2024-03-08,294,0,94.84,Yes,No
FMR37401403,25891403,436,2024-03-07,2024-03-07,436,0,100.0,Yes,Yes
FMR38401403,25891403,420,2024-03-08,2024-03-09,378,1,90.0,No,No
FMR39220403,25891403,351,2024-03-09,2024-03-09,351,0,100.0,Yes,Yes
FMR38622602,25891403,493,2024-03-08,2024-03-08,493,0,100.0,Yes,Yes
FMR39622503,25891503,215,2024-03-09,2024-03-09,215,0,100.0,Yes,Yes
FMR37521503,25891503,237,2024-03-07,2024-03-06,237,-1,100.0,Yes,Yes
FMR38902503,25891503,139,2024-03-08,2024-03-08,139,0,100.0,Yes,Yes
FMR39401503,25891503,193,2024-03-09,2024-03-09,193,0,100.0,Yes,Yes
FMR37603503,25891503,232,2024-03-07,2024-03-06,232,-1,100.0,Yes,Yes
FMR38102503,25891503,107,2024-03-08,2024-03-08,107,0,100.0,Yes,Yes
FMR39320503,25891503,203,2024-03-09,2024-03-09,203,0,100.0,Yes,Yes
FMR39202503,25891503,188,2024-03-09,2024-03-09,188,0,100.0,Yes,Yes
FMR38402602,25891503,203,2024-03-08,2024-03-08,203,0,100.0,Yes,Yes
FMR39402503,25891503,104,2024-03-09,2024-03-09,104,0,100.0,Yes,Yes
FMR38303601,25891503,235,2024-03-08,2024-03-08,235,0,100.0,Yes,Yes
FMR39303602,25891503,156,2024-03-09,2024-03-09,156,0,100.0,Yes,Yes
FMR39122603,25891503,176,2024-03-09,2024-03-09,158,0,89.77,Yes,No
FMR37421401,25891103,490,2024-03-07,2024-03-08,466,1,95.1,No,No
FMR38603103,25891103,336,2024-03-08,2024-03-08,336,0,100.0,Yes,Yes
FMR39421401,25891103,476,2024-03-09,2024-03-12,381,3,80.04,No,No
FMR38621103,25891103,466,2024-03-08,2024-03-07,466,-1,100.0,Yes,Yes
FMR38121103,25891103,303,2024-03-08,2024-03-10,303,2,100.0,No,Yes
FMR39720103,25891103,417,2024-03-09,2024-03-09,417,0,100.0,Yes,Yes
FMR37503103,25891103,314,2024-03-07,2024-03-09,314,2,100.0,No,Yes
FMR38503602,25891103,414,2024-03-08,2024-03-08,414,0,100.0,Yes,Yes
FMR39503103,25891103,491,2024-03-09,2024-03-10,491,1,100.0,No,Yes
FMR37622103,25891103,387,2024-03-07,2024-03-09,368,2,95.09,No,No
FMR38220402,25891103,440,2024-03-08,2024-03-08,440,0,100.0,Yes,Yes
FMR39220403,25891103,474,2024-03-09,2024-03-09,474,0,100.0,Yes,Yes
FMR38122401,25891103,497,2024-03-08,2024-03-08,472,0,94.97,Yes,No
FMR39401103,25891103,400,2024-03-09,2024-03-11,400,2,100.0,No,Yes
FMR39902103,25891103,462,2024-03-09,2024-03-08,462,-1,100.0,Yes,Yes
FMR38103403,25891103,393,2024-03-08,2024-03-08,393,0,100.0,Yes,Yes
FMR38102503,25891103,416,2024-03-08,2024-03-08,416,0,100.0,Yes,Yes
FMR39102302,25891103,337,2024-03-09,2024-03-09,337,0,100.0,Yes,Yes
FMR38202103,25891103,361,2024-03-08,2024-03-09,361,1,100.0,No,Yes
FMR37221601,25891601,117,2024-03-07,2024-03-07,117,0,100.0,Yes,Yes
FMR38703603,25891601,81,2024-03-08,2024-03-08,77,0,95.06,Yes,No
FMR37522601,25891601,57,2024-03-07,2024-03-08,57,1,100.0,No,Yes
FMR37202603,25891601,126,2024-03-07,2024-03-07,126,0,100.0,Yes,Yes
FMR38202601,25891601,61,2024-03-08,2024-03-08,55,0,90.16,Yes,No
FMR37520601,25891601,130,2024-03-07,2024-03-07,130,0,100.0,Yes,Yes
FMR37721601,25891601,58,2024-03-07,2024-03-08,58,1,100.0,No,Yes
FMR39721601,25891601,110,2024-03-09,2024-03-09,88,0,80.0,Yes,No
FMR38303601,25891601,78,2024-03-08,2024-03-08,78,0,100.0,Yes,Yes
FMR39121602,25891601,144,2024-03-09,2024-03-10,130,1,90.28,No,No
FMR39422601,25891601,170,2024-03-09,2024-03-11,170,2,100.0,No,Yes
FMR38122601,25891601,100,2024-03-08,2024-03-07,100,-1,100.0,Yes,Yes
FMR37321601,25891601,154,2024-03-07,2024-03-08,154,1,100.0,No,Yes
FMR38321601,25891601,188,2024-03-08,2024-03-08,188,0,100.0,Yes,Yes
FMR37903601,25891601,90,2024-03-07,2024-03-07,72,0,80.0,Yes,No
FMR38421601,25891601,109,2024-03-08,2024-03-08,109,0,100.0,Yes,Yes
FMR39203601,25891601,102,2024-03-09,2024-03-09,102,0,100.0,Yes,Yes
FMR37420601,25891601,105,2024-03-07,2024-03-08,105,1,100.0,No,Yes
FMR37103403,25891402,483,2024-03-07,2024-03-07,483,0,100.0,Yes,Yes
FMR37220402,25891402,216,2024-03-07,2024-03-07,216,0,100.0,Yes,Yes
FMR38220402,25891402,266,2024-03-08,2024-03-08,266,0,100.0,Yes,Yes
FMR39220403,25891402,207,2024-03-09,2024-03-09,207,0,100.0,Yes,Yes
FMR38420402,25891402,333,2024-03-08,2024-03-11,333,3,100.0,No,Yes
FMR37320402,25891402,336,2024-03-07,2024-03-07,336,0,100.0,Yes,Yes
FMR39303402,25891402,285,2024-03-09,2024-03-11,285,2,100.0,No,Yes
FMR37603402,25891402,467,2024-03-07,2024-03-07,467,0,100.0,Yes,Yes
FMR38721402,25891402,453,2024-03-08,2024-03-08,453,0,100.0,Yes,Yes
FMR39601402,25891402,411,2024-03-09,2024-03-08,390,-1,94.89,Yes,No
FMR39902501,25891402,426,2024-03-09,2024-03-09,426,0,100.0,Yes,Yes
FMR37403402,25891402,366,2024-03-07,2024-03-07,366,0,100.0,Yes,Yes
FMR37321602,25891402,377,2024-03-07,2024-03-06,358,-1,94.96,Yes,No
FMR38321402,25891402,365,2024-03-08,2024-03-07,329,-1,90.14,Yes,No
FMR38903402,25891402,424,2024-03-08,2024-03-08,424,0,100.0,Yes,Yes
FMR37522402,25891402,482,2024-03-07,2024-03-07,482,0,100.0,Yes,Yes
FMR39522402,25891402,495,2024-03-09,2024-03-08,495,-1,100.0,Yes,Yes
FMR37121402,25891402,222,2024-03-07,2024-03-09,222,2,100.0,No,Yes
FMR39121402,25891402,368,2024-03-09,2024-03-12,331,3,89.95,No,No
FMR37221601,25891402,321,2024-03-07,2024-03-07,321,0,100.0,Yes,Yes
FMR39702402,25891402,482,2024-03-09,2024-03-09,386,0,80.08,Yes,No
FMR37421402,25891402,266,2024-03-07,2024-03-07,253,0,95.11,Yes,No
FMR38102503,25891402,381,2024-03-08,2024-03-08,381,0,100.0,Yes,Yes
FMR39202503,25891402,293,2024-03-09,2024-03-09,293,0,100.0,Yes,Yes
FMR37121201,25891201,102,2024-03-07,2024-03-10,102,3,100.0,No,Yes
FMR39601502,25891201,464,2024-03-09,2024-03-09,418,0,90.09,Yes,No
FMR38621603,25891201,395,2024-03-08,2024-03-08,355,0,89.87,Yes,No
FMR38521201,25891201,447,2024-03-08,2024-03-10,447,2,100.0,No,Yes
FMR37401201,25891201,126,2024-03-07,2024-03-09,126,2,100.0,No,Yes
FMR37402302,25891201,363,2024-03-07,2024-03-07,363,0,100.0,Yes,Yes
FMR37202603,25891201,434,2024-03-07,2024-03-07,391,0,90.09,Yes,No
FMR39321403,25891201,160,2024-03-09,2024-03-09,160,0,100.0,Yes,Yes
FMR37103201,25891201,144,2024-03-07,2024-03-08,130,1,90.28,No,No
FMR39501501,25891201,392,2024-03-09,2024-03-09,392,0,100.0,Yes,Yes
FMR37220402,25891201,464,2024-03-07,2024-03-07,464,0,100.0,Yes,Yes
FMR39103203,25891203,265,2024-03-09,2024-03-12,239,3,90.19,No,No
FMR38520302,25891201,388,2024-03-08,2024-03-08,369,0,95.1,Yes,No
FMR39422501,25891501,217,2024-03-09,2024-03-10,217,1,100.0,No,Yes
FMR38703603,25891501,174,2024-03-08,2024-03-08,174,0,100.0,Yes,Yes
FMR39501501,25891501,181,2024-03-09,2024-03-09,181,0,100.0,Yes,Yes
FMR39902501,25891501,189,2024-03-09,2024-03-09,189,0,100.0,Yes,Yes
FMR37522501,25891501,154,2024-03-07,2024-03-09,146,2,94.81,No,No
FMR39603501,25891501,177,2024-03-09,2024-03-08,177,-1,100.0,Yes,Yes
FMR38201501,25891501,217,2024-03-08,2024-03-08,217,0,100.0,Yes,Yes
FMR37903601,25891501,129,2024-03-07,2024-03-07,129,0,100.0,Yes,Yes
FMR39402503,25891501,158,2024-03-09,2024-03-09,158,0,100.0,Yes,Yes
FMR38503602,25891602,122,2024-03-08,2024-03-08,116,0,95.08,Yes,No
FMR39303602,25891602,52,2024-03-09,2024-03-09,52,0,100.0,Yes,Yes
FMR39521602,25891602,115,2024-03-09,2024-03-08,115,-1,100.0,Yes,Yes
FMR37321602,25891602,111,2024-03-07,2024-03-06,111,-1,100.0,Yes,Yes
FMR38402602,25891602,67,2024-03-08,2024-03-08,67,0,100.0,Yes,Yes
FMR37203602,25891602,72,2024-03-07,2024-03-07,72,0,100.0,Yes,Yes
FMR39121602,25891602,82,2024-03-09,2024-03-10,82,1,100.0,No,Yes
FMR39522602,25891602,158,2024-03-09,2024-03-12,158,3,100.0,No,Yes
FMR38622602,25891602,101,2024-03-08,2024-03-08,101,0,100.0,Yes,Yes
FMR38101602,25891602,142,2024-03-08,2024-03-08,142,0,100.0,Yes,Yes
FMR39101602,25891602,132,2024-03-09,2024-03-09,132,0,100.0,Yes,Yes
FMR38501602,25891602,193,2024-03-08,2024-03-09,193,1,100.0,No,Yes
FMR39220101,25891101,349,2024-03-09,2024-03-10,349,1,100.0,No,Yes
FMR39521401,25891101,495,2024-03-09,2024-03-11,495,2,100.0,No,Yes
FMR38522101,25891101,430,2024-03-08,2024-03-10,430,2,100.0,No,Yes
FMR39522101,25891101,451,2024-03-09,2024-03-10,451,1,100.0,No,Yes
FMR37101101,25891101,490,2024-03-07,2024-03-06,490,-1,100.0,Yes,Yes
FMR38303601,25891101,308,2024-03-08,2024-03-08,308,0,100.0,Yes,Yes
FMR37321502,25891101,364,2024-03-07,2024-03-07,364,0,100.0,Yes,Yes
FMR39321101,25891101,416,2024-03-09,2024-03-12,416,3,100.0,No,Yes
FMR37121102,25891101,336,2024-03-07,2024-03-08,319,1,94.94,No,No
FMR38720401,25891101,471,2024-03-08,2024-03-08,471,0,100.0,Yes,Yes
FMR37103403,25891101,354,2024-03-07,2024-03-07,319,0,90.11,Yes,No
FMR39103101,25891101,419,2024-03-09,2024-03-08,419,-1,100.0,Yes,Yes
FMR37421401,25891101,317,2024-03-07,2024-03-08,301,1,94.95,No,No
FMR37401102,25891101,397,2024-03-07,2024-03-08,397,1,100.0,No,Yes
FMR39102502,25891101,476,2024-03-09,2024-03-10,476,1,100.0,No,Yes
FMR37301403,25891101,395,2024-03-07,2024-03-07,395,0,100.0,Yes,Yes
FMR38520202,25891101,441,2024-03-08,2024-03-07,397,-1,90.02,Yes,No
FMR37422101,25891101,353,2024-03-07,2024-03-08,353,1,100.0,No,Yes
FMR39603501,25891401,417,2024-03-09,2024-03-08,417,-1,100.0,Yes,Yes
FMR37902401,25891401,337,2024-03-07,2024-03-07,337,0,100.0,Yes,Yes
FMR38902503,25891401,201,2024-03-08,2024-03-08,201,0,100.0,Yes,Yes
FMR39902501,25891401,404,2024-03-09,2024-03-09,404,0,100.0,Yes,Yes
FMR37402401,25891401,488,2024-03-07,2024-03-08,488,1,100.0,No,Yes
FMR37621502,25891401,396,2024-03-07,2024-03-07,396,0,100.0,Yes,Yes
FMR39121401,25891401,329,2024-03-09,2024-03-11,313,2,95.14,No,No
FMR37501502,25891401,488,2024-03-07,2024-03-07,488,0,100.0,Yes,Yes
FMR39501501,25891401,448,2024-03-09,2024-03-09,448,0,100.0,Yes,Yes
FMR38202601,25891401,353,2024-03-08,2024-03-08,353,0,100.0,Yes,Yes
FMR39202503,25891401,280,2024-03-09,2024-03-09,280,0,100.0,Yes,Yes
FMR39320401,25891401,312,2024-03-09,2024-03-10,312,1,100.0,No,Yes
FMR39903603,25891401,351,2024-03-09,2024-03-09,333,0,94.87,Yes,No
FMR37203602,25891401,418,2024-03-07,2024-03-07,418,0,100.0,Yes,Yes
FMR39703401,25891401,234,2024-03-09,2024-03-08,222,-1,94.87,Yes,No
FMR39422401,25891401,304,2024-03-09,2024-03-09,304,0,100.0,Yes,Yes
FMR38122401,25891401,240,2024-03-08,2024-03-08,216,0,90.0,Yes,No
FMR38720401,25891401,417,2024-03-08,2024-03-08,417,0,100.0,Yes,Yes
FMR39201401,25891401,356,2024-03-09,2024-03-09,338,0,94.94,Yes,No
FMR39421401,25891401,219,2024-03-09,2024-03-12,219,3,100.0,No,Yes
FMR37420401,25891401,299,2024-03-07,2024-03-07,299,0,100.0,Yes,Yes
FMR39420401,25891401,479,2024-03-09,2024-03-08,455,-1,94.99,Yes,No
FMR38101602,25891401,400,2024-03-08,2024-03-08,400,0,100.0,Yes,Yes
FMR39521401,25891401,355,2024-03-09,2024-03-11,355,2,100.0,No,Yes
FMR37603603,25891603,122,2024-03-07,2024-03-08,122,1,100.0,No,Yes
FMR38320603,25891603,102,2024-03-08,2024-03-08,102,0,100.0,Yes,Yes
FMR37422603,25891603,138,2024-03-07,2024-03-07,131,0,94.93,Yes,No
FMR38422603,25891603,122,2024-03-08,2024-03-07,122,-1,100.0,Yes,Yes
FMR39903603,25891603,136,2024-03-09,2024-03-09,129,0,94.85,Yes,No
FMR38301603,25891603,90,2024-03-08,2024-03-08,72,0,80.0,Yes,No
FMR39301603,25891603,174,2024-03-09,2024-03-09,174,0,100.0,Yes,Yes
FMR39702603,25891603,89,2024-03-09,2024-03-10,89,1,100.0,No,Yes
FMR37202603,25891603,177,2024-03-07,2024-03-07,177,0,100.0,Yes,Yes
FMR37201603,25891603,96,2024-03-07,2024-03-07,77,0,80.21,Yes,No
FMR38621603,25891603,163,2024-03-08,2024-03-08,163,0,100.0,Yes,Yes
FMR39621603,25891603,126,2024-03-09,2024-03-09,126,0,100.0,Yes,Yes
FMR39122603,25891603,50,2024-03-09,2024-03-09,45,0,90.0,Yes,No
FMR39702402,25891202,362,2024-03-09,2024-03-09,290,0,80.11,Yes,No
FMR37622202,25891202,351,2024-03-07,2024-03-10,351,3,100.0,No,Yes
FMR38902202,25891202,204,2024-03-08,2024-03-11,204,3,100.0,No,Yes
FMR38320603,25891202,241,2024-03-08,2024-03-08,241,0,100.0,Yes,Yes
FMR38420301,25891202,184,2024-03-08,2024-03-10,184,2,100.0,No,Yes
FMR39903603,25891202,495,2024-03-09,2024-03-09,470,0,94.95,Yes,No
FMR38301603,25891202,453,2024-03-08,2024-03-08,453,0,100.0,Yes,Yes
FMR37703202,25891202,271,2024-03-07,2024-03-06,244,-1,90.04,Yes,No
FMR39421203,25891202,186,2024-03-09,2024-03-08,149,-1,80.11,Yes,No
FMR38401403,25891202,449,2024-03-08,2024-03-09,449,1,100.0,No,Yes
FMR39220403,25891202,379,2024-03-09,2024-03-09,379,0,100.0,Yes,Yes
FMR38520202,25891202,362,2024-03-08,2024-03-07,326,-1,90.06,Yes,No
FMR37121202,25891202,129,2024-03-07,2024-03-07,129,0,100.0,Yes,Yes
FMR37522601,25891202,432,2024-03-07,2024-03-08,410,1,94.91,No,No
FMR39203601,25891202,476,2024-03-09,2024-03-09,476,0,100.0,Yes,Yes
FMR39603303,25891303,34,2024-03-09,2024-03-09,34,0,100.0,Yes,Yes
FMR39201401,25891303,91,2024-03-09,2024-03-09,91,0,100.0,Yes,Yes
FMR39721601,25891303,58,2024-03-09,2024-03-09,58,0,100.0,Yes,Yes
FMR38301603,25891303,43,2024-03-08,2024-03-08,39,0,90.7,Yes,No
FMR37102403,25891303,41,2024-03-07,2024-03-07,39,0,95.12,Yes,No
FMR38102303,25891303,56,2024-03-08,2024-03-09,56,1,100.0,No,Yes
FMR39601502,25891303,70,2024-03-09,2024-03-09,56,0,80.0,Yes,No
FMR39420403,25891303,89,2024-03-09,2024-03-11,89,2,100.0,No,Yes
FMR39501501,25891303,73,2024-03-09,2024-03-09,58,0,79.45,Yes,No
FMR39320503,25891303,21,2024-03-09,2024-03-09,19,0,90.48,Yes,No
FMR39221303,25891303,100,2024-03-09,2024-03-12,100,3,100.0,No,Yes
FMR38202601,25891303,47,2024-03-08,2024-03-08,47,0,100.0,Yes,Yes
FMR39503303,25891303,82,2024-03-09,2024-03-08,82,-1,100.0,Yes,Yes
FMR37902401,25891303,50,2024-03-07,2024-03-07,50,0,100.0,Yes,Yes
FMR38902503,25891303,40,2024-03-08,2024-03-08,40,0,100.0,Yes,Yes
FMR38903303,25891303,32,2024-03-08,2024-03-10,30,2,93.75,No,No
FMR38521303,25891303,40,2024-03-08,2024-03-11,36,3,90.0,No,No
FMR39303102,25891102,479,2024-03-09,2024-03-10,479,1,100.0,No,Yes
FMR39320603,25891203,169,2024-03-09,2024-03-09,152,0,89.94,Yes,No
FMR38703503,25891203,455,2024-03-08,2024-03-08,409,0,89.89,Yes,No
FMR310522203,25891203,191,2024-03-10,2024-03-12,191,2,100.0,No,Yes
FMR39503603,25891203,371,2024-03-09,2024-03-09,334,0,90.03,Yes,No
FMR310503401,25891203,120,2024-03-10,2024-03-10,120,0,100.0,Yes,Yes
FMR310720203,25891203,113,2024-03-10,2024-03-11,113,1,100.0,No,Yes
FMR39303603,25891203,475,2024-03-09,2024-03-09,475,0,100.0,Yes,Yes
FMR310303203,25891203,464,2024-03-10,2024-03-09,464,-1,100.0,Yes,Yes
FMR310501302,25891203,497,2024-03-10,2024-03-10,447,0,89.94,Yes,No
FMR38601303,25891203,128,2024-03-08,2024-03-10,128,2,100.0,No,Yes
FMR310421601,25891203,237,2024-03-10,2024-03-11,225,1,94.94,No,No
FMR310520203,25891203,101,2024-03-10,2024-03-13,96,3,95.05,No,No
FMR310702602,25891302,84,2024-03-10,2024-03-10,67,0,79.76,Yes,No
FMR38320602,25891302,22,2024-03-08,2024-03-08,22,0,100.0,Yes,Yes
FMR310501302,25891302,85,2024-03-10,2024-03-10,85,0,100.0,Yes,Yes
FMR39520302,25891302,77,2024-03-09,2024-03-10,73,1,94.81,No,No
FMR310201503,25891302,69,2024-03-10,2024-03-10,69,0,100.0,Yes,Yes
FMR39122302,25891302,34,2024-03-09,2024-03-12,32,3,94.12,No,No
FMR38202302,25891302,26,2024-03-08,2024-03-08,23,0,88.46,Yes,No
FMR39202601,25891302,83,2024-03-09,2024-03-09,79,0,95.18,Yes,No
FMR310401402,25891302,33,2024-03-10,2024-03-10,33,0,100.0,Yes,Yes
FMR38703302,25891302,84,2024-03-08,2024-03-10,84,2,100.0,No,Yes
FMR39522303,25891302,36,2024-03-09,2024-03-10,29,1,80.56,No,No
FMR310522302,25891302,66,2024-03-10,2024-03-11,63,1,95.45,No,No
FMR310121403,25891302,51,2024-03-10,2024-03-11,48,1,94.12,No,No
FMR38903302,25891302,80,2024-03-08,2024-03-07,64,-1,80.0,Yes,No
FMR38503302,25891302,79,2024-03-08,2024-03-09,79,1,100.0,No,Yes
FMR38301302,25891302,100,2024-03-08,2024-03-08,100,0,100.0,Yes,Yes
FMR39301501,25891302,100,2024-03-09,2024-03-09,100,0,100.0,Yes,Yes
FMR310420301,25891301,99,2024-03-10,2024-03-10,99,0,100.0,Yes,Yes
FMR310703301,25891301,89,2024-03-10,2024-03-09,89,-1,100.0,Yes,Yes
FMR39320301,25891301,39,2024-03-09,2024-03-10,31,1,79.49,No,No
FMR310122301,25891301,46,2024-03-10,2024-03-12,44,2,95.65,No,No
FMR310421601,25891301,92,2024-03-10,2024-03-11,83,1,90.22,No,No
FMR310121403,25891301,78,2024-03-10,2024-03-11,78,1,100.0,No,Yes
FMR310501302,25891301,79,2024-03-10,2024-03-10,79,0,100.0,Yes,Yes
FMR310402501,25891301,81,2024-03-10,2024-03-10,81,0,100.0,Yes,Yes
