order_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty
FMR38603103,25891103,336,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",336
FMR39421401,25891103,476,"Wednesday, March 9, 2022","Saturday, March 12, 2022",381
FMR38621103,25891103,466,"Tuesday, March 8, 2022","Monday, March 7, 2022",466
FMR38121103,25891103,303,"Tuesday, March 8, 2022","Thursday, March 10, 2022",303
FMR39720103,25891103,417,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",417
FMR37503103,25891103,314,"Monday, March 7, 2022","Wednesday, March 9, 2022",314
FMR38503602,25891103,414,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",414
FMR39503103,25891103,491,"Wednesday, March 9, 2022","Thursday, March 10, 2022",491
FMR37622103,25891103,387,"Monday, March 7, 2022","Wednesday, March 9, 2022",368
FMR38220402,25891103,440,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",440
FMR39220403,25891103,474,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",474
FMR38122401,25891103,497,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",472
FMR39401103,25891103,400,"Wednesday, March 9, 2022","Friday, March 11, 2022",400
FMR39902103,25891103,462,"Wednesday, March 9, 2022","Tuesday, March 8, 2022",462
FMR38103403,25891103,393,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",393
FMR38102503,25891103,416,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",416
FMR39102302,25891103,337,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",337
FMR38202103,25891103,361,"Tuesday, March 8, 2022","Wednesday, March 9, 2022",361
FMR37221601,25891601,117,"Monday, March 7, 2022","Monday, March 7, 2022",117
FMR38703603,25891601,81,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",77
FMR37522601,25891601,57,"Monday, March 7, 2022","Tuesday, March 8, 2022",57
FMR37202603,25891601,126,"Monday, March 7, 2022","Monday, March 7, 2022",126
FMR38202601,25891601,61,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",55
FMR37520601,25891601,130,"Monday, March 7, 2022","Monday, March 7, 2022",130
FMR37721601,25891601,58,"Monday, March 7, 2022","Tuesday, March 8, 2022",58
FMR39721601,25891601,110,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",88
FMR38303601,25891601,78,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",78
FMR39121602,25891601,144,"Wednesday, March 9, 2022","Thursday, March 10, 2022",130
FMR39422601,25891601,170,"Wednesday, March 9, 2022","Friday, March 11, 2022",170
FMR38122601,25891601,100,"Tuesday, March 8, 2022","Monday, March 7, 2022",100
FMR37321601,25891601,154,"Monday, March 7, 2022","Tuesday, March 8, 2022",154
FMR38321601,25891601,188,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",188
FMR37903601,25891601,90,"Monday, March 7, 2022","Monday, March 7, 2022",72
FMR38421601,25891601,109,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",109
FMR39203601,25891601,102,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",102
FMR37420601,25891601,105,"Monday, March 7, 2022","Tuesday, March 8, 2022",105
FMR37103403,25891402,483,"Monday, March 7, 2022","Monday, March 7, 2022",483
FMR37220402,25891402,216,"Monday, March 7, 2022","Monday, March 7, 2022",216
FMR38220402,25891402,266,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",266
FMR39220403,25891402,207,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",207
FMR38420402,25891402,333,"Tuesday, March 8, 2022","Friday, March 11, 2022",333
FMR37320402,25891402,336,"Monday, March 7, 2022","Monday, March 7, 2022",336
FMR39303402,25891402,285,"Wednesday, March 9, 2022","Friday, March 11, 2022",285
FMR37603402,25891402,467,"Monday, March 7, 2022","Monday, March 7, 2022",467
FMR38721402,25891402,453,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",453
FMR39601402,25891402,411,"Wednesday, March 9, 2022","Tuesday, March 8, 2022",390
FMR39902501,25891402,426,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",426
FMR37403402,25891402,366,"Monday, March 7, 2022","Monday, March 7, 2022",366
FMR37321602,25891402,377,"Monday, March 7, 2022","Sunday, March 6, 2022",358
FMR38321402,25891402,365,"Tuesday, March 8, 2022","Monday, March 7, 2022",329
FMR38903402,25891402,424,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",424
FMR37522402,25891402,482,"Monday, March 7, 2022","Monday, March 7, 2022",482
FMR39522402,25891402,495,"Wednesday, March 9, 2022","Tuesday, March 8, 2022",495
FMR37121402,25891402,222,"Monday, March 7, 2022","Wednesday, March 9, 2022",222
FMR39121402,25891402,368,"Wednesday, March 9, 2022","Saturday, March 12, 2022",331
FMR37221601,25891402,321,"Monday, March 7, 2022","Monday, March 7, 2022",321
FMR39702402,25891402,482,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",386
FMR37421402,25891402,266,"Monday, March 7, 2022","Monday, March 7, 2022",253
FMR38102503,25891402,381,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",381
FMR39202503,25891402,293,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",293
FMR37121201,25891201,102,"Monday, March 7, 2022","Thursday, March 10, 2022",102
FMR39601502,25891201,464,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",418
FMR38621603,25891201,395,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",355
FMR38521201,25891201,447,"Tuesday, March 8, 2022","Thursday, March 10, 2022",447
FMR37401201,25891201,126,"Monday, March 7, 2022","Wednesday, March 9, 2022",126
FMR37402302,25891201,363,"Monday, March 7, 2022","Monday, March 7, 2022",363
FMR37202603,25891201,434,"Monday, March 7, 2022","Monday, March 7, 2022",391
FMR39321403,25891201,160,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",160
FMR37103201,25891201,144,"Monday, March 7, 2022","Tuesday, March 8, 2022",130
FMR39501501,25891201,392,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",392
FMR37220402,25891201,464,"Monday, March 7, 2022","Monday, March 7, 2022",464
FMR39103203,25891203,265,"Wednesday, March 9, 2022","Saturday, March 12, 2022",239
FMR38520302,25891201,388,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",369
FMR39422501,25891501,217,"Wednesday, March 9, 2022","Thursday, March 10, 2022",217
FMR38703603,25891501,174,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",174
FMR39501501,25891501,181,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",181
FMR39902501,25891501,189,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",189
FMR37522501,25891501,154,"Monday, March 7, 2022","Wednesday, March 9, 2022",146
FMR39603501,25891501,177,"Wednesday, March 9, 2022","Tuesday, March 8, 2022",177
FMR38201501,25891501,217,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",217
FMR37903601,25891501,129,"Monday, March 7, 2022","Monday, March 7, 2022",129
FMR39402503,25891501,158,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",158
FMR38503602,25891602,122,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",116
FMR39303602,25891602,52,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",52
FMR39521602,25891602,115,"Wednesday, March 9, 2022","Tuesday, March 8, 2022",115
FMR37321602,25891602,111,"Monday, March 7, 2022","Sunday, March 6, 2022",111
FMR38402602,25891602,67,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",67
FMR37203602,25891602,72,"Monday, March 7, 2022","Monday, March 7, 2022",72
FMR39121602,25891602,82,"Wednesday, March 9, 2022","Thursday, March 10, 2022",82
FMR39522602,25891602,158,"Wednesday, March 9, 2022","Saturday, March 12, 2022",158
FMR38622602,25891602,101,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",101
FMR38101602,25891602,142,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",142
FMR39101602,25891602,132,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",132
FMR38501602,25891602,193,"Tuesday, March 8, 2022","Wednesday, March 9, 2022",193
FMR39220101,25891101,349,"Wednesday, March 9, 2022","Thursday, March 10, 2022",349
FMR39521401,25891101,495,"Wednesday, March 9, 2022","Friday, March 11, 2022",495
FMR38522101,25891101,430,"Tuesday, March 8, 2022","Thursday, March 10, 2022",430
FMR39522101,25891101,451,"Wednesday, March 9, 2022","Thursday, March 10, 2022",451
FMR37101101,25891101,490,"Monday, March 7, 2022","Sunday, March 6, 2022",490
FMR38303601,25891101,308,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",308
FMR37321502,25891101,364,"Monday, March 7, 2022","Monday, March 7, 2022",364
FMR39321101,25891101,416,"Wednesday, March 9, 2022","Saturday, March 12, 2022",416
FMR37121102,25891101,336,"Monday, March 7, 2022","Tuesday, March 8, 2022",319
FMR38720401,25891101,471,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",471
FMR37103403,25891101,354,"Monday, March 7, 2022","Monday, March 7, 2022",319
FMR39103101,25891101,419,"Wednesday, March 9, 2022","Tuesday, March 8, 2022",419
FMR37421401,25891101,317,"Monday, March 7, 2022","Tuesday, March 8, 2022",301
FMR37401102,25891101,397,"Monday, March 7, 2022","Tuesday, March 8, 2022",397
FMR39102502,25891101,476,"Wednesday, March 9, 2022","Thursday, March 10, 2022",476
FMR37301403,25891101,395,"Monday, March 7, 2022","Monday, March 7, 2022",395
FMR38520202,25891101,441,"Tuesday, March 8, 2022","Monday, March 7, 2022",397
FMR37422101,25891101,353,"Monday, March 7, 2022","Tuesday, March 8, 2022",353
FMR39603501,25891401,417,"Wednesday, March 9, 2022","Tuesday, March 8, 2022",417
FMR37902401,25891401,337,"Monday, March 7, 2022","Monday, March 7, 2022",337
FMR38902503,25891401,201,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",201
FMR39902501,25891401,404,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",404
FMR37402401,25891401,488,"Monday, March 7, 2022","Tuesday, March 8, 2022",488
FMR37621502,25891401,396,"Monday, March 7, 2022","Monday, March 7, 2022",396
FMR39622503,25891401,441,"Wednesday, March 9, 2022","03/03/2022, 2022",441
FMR39121401,25891401,329,"Wednesday, March 9, 2022","Friday, March 11, 2022",313
FMR37501502,25891401,488,"Monday, March 7, 2022","Monday, March 7, 2022",488
FMR39501501,25891401,448,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",448
FMR38202601,25891401,353,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",353
FMR39202503,25891401,280,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",280
FMR39320401,25891401,312,"Wednesday, March 9, 2022","Thursday, March 10, 2022",312
FMR39903603,25891401,351,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",333
FMR37203602,25891401,418,"Monday, March 7, 2022","Monday, March 7, 2022",418
FMR39703401,25891401,234,"Wednesday, March 9, 2022","Tuesday, March 8, 2022",222
FMR39422401,25891401,304,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",304
FMR38122401,25891401,240,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",216
FMR37601401,25891401,355,"Monday, March 7, 2022",03/03/2022,319
FMR38720401,25891401,417,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",417
FMR39201401,25891401,356,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",338
FMR37421401,25891401,388,"Monday, March 7, 2022",03/03/2022,369
FMR39421401,25891401,219,"Wednesday, March 9, 2022","Saturday, March 12, 2022",219
FMR37420401,25891401,299,"Monday, March 7, 2022","Monday, March 7, 2022",299
FMR39420401,25891401,479,"Wednesday, March 9, 2022","Tuesday, March 8, 2022",455
FMR38101602,25891401,400,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",400
FMR39521401,25891401,355,"Wednesday, March 9, 2022","Friday, March 11, 2022",355
FMR37603603,25891603,122,"Monday, March 7, 2022","Tuesday, March 8, 2022",122
FMR38320603,25891603,102,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",102
FMR37422603,25891603,138,"Monday, March 7, 2022","Monday, March 7, 2022",131
FMR38422603,25891603,122,"Tuesday, March 8, 2022","Monday, March 7, 2022",122
FMR39903603,25891603,136,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",129
FMR38703603,25891603,109,"Tuesday, March 8, 2022",03/03/2022,87
FMR38301603,25891603,90,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",72
FMR39301603,25891603,174,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",174
FMR39702603,25891603,89,"Wednesday, March 9, 2022","Thursday, March 10, 2022",89
FMR37202603,25891603,177,"Monday, March 7, 2022","Monday, March 7, 2022",177
FMR37201603,25891603,96,"Monday, March 7, 2022","Monday, March 7, 2022",77
FMR38621603,25891603,163,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",163
FMR39621603,25891603,126,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",126
FMR39122603,25891603,50,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",45
FMR39702402,25891202,362,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",290
FMR37622202,25891202,351,"Monday, March 7, 2022","Thursday, March 10, 2022",351
FMR38902202,25891202,204,"Tuesday, March 8, 2022","Friday, March 11, 2022",204
FMR38320603,25891202,241,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",241
FMR38420301,25891202,184,"Tuesday, March 8, 2022","Thursday, March 10, 2022",184
FMR39903603,25891202,495,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",470
FMR38301603,25891202,453,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",453
FMR37703202,25891202,271,"Monday, March 7, 2022","Sunday, March 6, 2022",244
FMR39421203,25891202,186,"Wednesday, March 9, 2022","Tuesday, March 8, 2022",149
FMR38401403,25891202,449,"Tuesday, March 8, 2022","Wednesday, March 9, 2022",449
FMR39220403,25891202,379,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",379
FMR38520202,25891202,362,"Tuesday, March 8, 2022","Monday, March 7, 2022",326
FMR37121202,25891202,129,"Monday, March 7, 2022","Monday, March 7, 2022",129
FMR37522601,25891202,432,"Monday, March 7, 2022","Tuesday, March 8, 2022",410
FMR39203601,25891202,476,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",476
FMR39603303,25891303,34,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",34
FMR39201401,25891303,91,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",91
FMR39721601,25891303,58,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",58
FMR38301603,25891303,43,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",39
FMR37102403,25891303,41,"Monday, March 7, 2022","Monday, March 7, 2022",39
FMR38102303,25891303,56,"Tuesday, March 8, 2022","Wednesday, March 9, 2022",56
FMR39601502,25891303,70,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",56
FMR39420403,25891303,89,"Wednesday, March 9, 2022","Friday, March 11, 2022",89
FMR39501501,25891303,73,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",58
FMR39320503,25891303,21,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",19
FMR39221303,25891303,100,"Wednesday, March 9, 2022","Saturday, March 12, 2022",100
FMR38202601,25891303,47,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",47
FMR39503303,25891303,82,"Wednesday, March 9, 2022","Tuesday, March 8, 2022",82
FMR37902401,25891303,50,"Monday, March 7, 2022","Monday, March 7, 2022",50
FMR38902503,25891303,40,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",40
FMR38903303,25891303,32,"Tuesday, March 8, 2022","Thursday, March 10, 2022",30
FMR38521303,25891303,40,"Tuesday, March 8, 2022","Friday, March 11, 2022",36
FMR39303102,25891102,479,"Wednesday, March 9, 2022","Thursday, March 10, 2022",479
FMR39320603,25891203,169,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",152
FMR38703503,25891203,455,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",409
FMR310522203,25891203,191,"Thursday, March 10, 2022","Saturday, March 12, 2022",191
FMR39503603,25891203,371,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",334
FMR310503401,25891203,120,"Thursday, March 10, 2022","Thursday, March 10, 2022",120
FMR310720203,25891203,113,"Thursday, March 10, 2022","Friday, March 11, 2022",113
FMR39303603,25891203,475,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",475
FMR310303203,25891203,464,"Thursday, March 10, 2022","Wednesday, March 9, 2022",464
FMR310501302,25891203,497,"Thursday, March 10, 2022","Thursday, March 10, 2022",447
FMR38601303,25891203,128,"Tuesday, March 8, 2022","Thursday, March 10, 2022",128
FMR310421601,25891203,237,"Thursday, March 10, 2022","Friday, March 11, 2022",225
FMR310520203,25891203,101,"Thursday, March 10, 2022","Sunday, March 13, 2022",96
FMR310702602,25891302,84,"Thursday, March 10, 2022","Thursday, March 10, 2022",67
FMR38320602,25891302,22,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",22
FMR310501302,25891302,85,"Thursday, March 10, 2022","Thursday, March 10, 2022",85
FMR39520302,25891302,77,"Wednesday, March 9, 2022","Thursday, March 10, 2022",73
FMR310201503,25891302,69,"Thursday, March 10, 2022","Thursday, March 10, 2022",69
FMR39122302,25891302,34,"Wednesday, March 9, 2022","Saturday, March 12, 2022",32
FMR38202302,25891302,26,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",23
FMR39202601,25891302,83,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",79
FMR310401402,25891302,33,"Thursday, March 10, 2022","Thursday, March 10, 2022",33
FMR38703302,25891302,84,"Tuesday, March 8, 2022","Thursday, March 10, 2022",84
FMR39522303,25891302,36,"Wednesday, March 9, 2022","Thursday, March 10, 2022",29
FMR310522302,25891302,66,"Thursday, March 10, 2022","Friday, March 11, 2022",63
FMR310121403,25891302,51,"Thursday, March 10, 2022","Friday, March 11, 2022",48
FMR38903302,25891302,80,"Tuesday, March 8, 2022","Monday, March 7, 2022",64
FMR38503302,25891302,79,"Tuesday, March 8, 2022","Wednesday, March 9, 2022",79
FMR38301302,25891302,100,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",100
FMR39301501,25891302,100,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",100
FMR310420301,25891301,99,"Thursday, March 10, 2022","Thursday, March 10, 2022",99
FMR310703301,25891301,89,"Thursday, March 10, 2022","Wednesday, March 9, 2022",89
FMR39320301,25891301,39,"Wednesday, March 9, 2022","Thursday, March 10, 2022",31
FMR310122301,25891301,46,"Thursday, March 10, 2022","Saturday, March 12, 2022",44
FMR310421601,25891301,92,"Thursday, March 10, 2022","Friday, March 11, 2022",83
FMR310121403,25891301,78,"Thursday, March 10, 2022","Friday, March 11, 2022",78
FMR310501302,25891301,79,"Thursday, March 10, 2022","Thursday, March 10, 2022",79
FMR310402501,25891301,81,"Thursday, March 10, 2022","Thursday, March 10, 2022",81
FMR310521301,25891301,80,"Thursday, March 10, 2022","Thursday, March 10, 2022",76
FMR39301301,25891301,100,"Wednesday, March 9, 2022","Tuesday, March 8, 2022",100
FMR310301503,25891301,25,"Thursday, March 10, 2022","Thursday, March 10, 2022",25
FMR310622301,25891301,29,"Thursday, March 10, 2022","Friday, March 11, 2022",26
FMR38220503,25891301,73,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",66
FMR38403603,25891301,59,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",59
FMR310422301,25891301,23,"Thursday, March 10, 2022","Sunday, March 13, 2022",18
FMR39603601,25891301,29,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",29
FMR310401203,25891203,402,"Thursday, March 10, 2022","Friday, March 11, 2022",362
FMR39721102,25891102,475,"Wednesday, March 9, 2022","Saturday, March 12, 2022",475
FMR310401402,25891102,384,"Thursday, March 10, 2022","Thursday, March 10, 2022",384
FMR310403601,25891102,407,"Thursday, March 10, 2022","Thursday, March 10, 2022",366
FMR38402102,25891102,313,"Tuesday, March 8, 2022","Wednesday, March 9, 2022",282
FMR38221602,25891102,393,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",393
FMR39221102,25891102,410,"Wednesday, March 9, 2022","Thursday, March 10, 2022",410
FMR310521102,25891102,455,"Thursday, March 10, 2022","Saturday, March 12, 2022",409
FMR310520102,25891102,369,"Thursday, March 10, 2022","Friday, March 11, 2022",369
FMR38622102,25891102,381,"Tuesday, March 8, 2022","Friday, March 11, 2022",381
FMR310622202,25891102,364,"Thursday, March 10, 2022","Thursday, March 10, 2022",346
FMR39522102,25891102,461,"Wednesday, March 9, 2022","Friday, March 11, 2022",461
FMR39902601,25891102,450,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",450
FMR310902102,25891102,495,"Thursday, March 10, 2022","Wednesday, March 9, 2022",495
FMR38720102,25891102,415,"Tuesday, March 8, 2022","Monday, March 7, 2022",415
FMR310501302,25891102,325,"Thursday, March 10, 2022","Thursday, March 10, 2022",260
FMR38321102,25891102,359,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",359
FMR39320603,25891102,494,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",469
FMR39101503,25891102,351,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",316
FMR39102102,25891102,385,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",385
FMR310122102,25891102,348,"Thursday, March 10, 2022","Sunday, March 13, 2022",313
FMR39603102,25891102,312,"Wednesday, March 9, 2022","Tuesday, March 8, 2022",312
FMR38622502,25891502,203,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",203
FMR38320602,25891502,247,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",222
FMR39201602,25891502,180,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",180
FMR38903601,25891502,190,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",190
FMR310202503,25891502,198,"Thursday, March 10, 2022","Thursday, March 10, 2022",198
FMR39520502,25891502,168,"Wednesday, March 9, 2022","Friday, March 11, 2022",160
FMR39103502,25891502,101,"Wednesday, March 9, 2022","Friday, March 11, 2022",96
FMR38101502,25891502,199,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",199
FMR310101603,25891502,161,"Thursday, March 10, 2022","Thursday, March 10, 2022",161
FMR39401601,25891502,117,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",117
FMR39321601,25891502,101,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",101
FMR38522502,25891502,168,"Tuesday, March 8, 2022","Friday, March 11, 2022",151
FMR38403603,25891403,243,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",243
FMR38621602,25891403,294,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",294
FMR310403601,25891403,457,"Thursday, March 10, 2022","Thursday, March 10, 2022",457
FMR39402403,25891403,422,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",422
FMR38203403,25891403,348,"Tuesday, March 8, 2022","Wednesday, March 9, 2022",348
FMR39320603,25891403,411,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",370
FMR310320403,25891403,397,"Thursday, March 10, 2022","Thursday, March 10, 2022",357
FMR38420403,25891403,403,"Tuesday, March 8, 2022","Thursday, March 10, 2022",403
FMR38102403,25891403,245,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",196
FMR39102403,25891403,429,"Wednesday, March 9, 2022","Friday, March 11, 2022",343
FMR39720503,25891403,249,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",224
FMR38303602,25891403,406,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",406
FMR38203403,25891202,412,"Tuesday, March 8, 2022","Wednesday, March 9, 2022",412
FMR39720503,25891201,477,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",477
FMR38702201,25891201,201,"Tuesday, March 8, 2022","Wednesday, March 9, 2022",201
FMR38201402,25891201,466,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",466
FMR39522201,25891201,175,"Wednesday, March 9, 2022","Saturday, March 12, 2022",175
FMR38622201,25891201,191,"Tuesday, March 8, 2022","Monday, March 7, 2022",172
FMR38520501,25891501,167,"Tuesday, March 8, 2022","Wednesday, March 9, 2022",167
FMR310703503,25891501,137,"Thursday, March 10, 2022","Thursday, March 10, 2022",137
FMR38501501,25891501,216,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",194
FMR39321501,25891501,185,"Wednesday, March 9, 2022","Friday, March 11, 2022",185
FMR310601503,25891501,193,"Thursday, March 10, 2022","Thursday, March 10, 2022",174
FMR38522501,25891501,225,"Tuesday, March 8, 2022","Wednesday, March 9, 2022",225
FMR39401501,25891501,242,"Wednesday, March 9, 2022","Saturday, March 12, 2022",230
FMR310420501,25891501,210,"Thursday, March 10, 2022","Friday, March 11, 2022",210
FMR39621501,25891501,218,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",207
FMR310903501,25891501,186,"Thursday, March 10, 2022","Saturday, March 12, 2022",149
FMR38221602,25891501,179,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",179
FMR310122601,25891501,216,"Thursday, March 10, 2022","Friday, March 11, 2022",173
FMR310101501,25891501,119,"Thursday, March 10, 2022","Sunday, March 13, 2022",119
FMR39103501,25891501,221,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",221
FMR38303602,25891501,157,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",157
FMR310402501,25891501,216,"Thursday, March 10, 2022","Thursday, March 10, 2022",216
FMR310202503,25891501,243,"Thursday, March 10, 2022","Thursday, March 10, 2022",231
FMR38622502,25891501,190,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",171
FMR39622501,25891501,164,"Wednesday, March 9, 2022","Friday, March 11, 2022",164
FMR39301501,25891501,197,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",197
FMR310301503,25891501,144,"Thursday, March 10, 2022","Thursday, March 10, 2022",144
FMR39503602,25891602,160,"Wednesday, March 9, 2022","Thursday, March 10, 2022",144
FMR38303602,25891602,164,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",164
FMR310702602,25891602,77,"Thursday, March 10, 2022","Thursday, March 10, 2022",69
FMR38202602,25891602,97,"Tuesday, March 8, 2022","Monday, March 7, 2022",78
FMR38720602,25891602,151,"Tuesday, March 8, 2022","Thursday, March 10, 2022",151
FMR38621602,25891602,131,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",124
FMR39621602,25891602,69,"Wednesday, March 9, 2022","Friday, March 11, 2022",69
FMR38420602,25891602,151,"Tuesday, March 8, 2022","Friday, March 11, 2022",151
FMR39420602,25891602,60,"Wednesday, March 9, 2022","Saturday, March 12, 2022",60
FMR39402602,25891602,63,"Wednesday, March 9, 2022","Tuesday, March 8, 2022",57
FMR38103602,25891602,185,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",148
FMR38221602,25891602,94,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",75
FMR39201602,25891602,147,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",147
FMR38320602,25891602,128,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",128
FMR39320602,25891602,165,"Wednesday, March 9, 2022","Tuesday, March 8, 2022",149
FMR38121602,25891602,163,"Tuesday, March 8, 2022","Friday, March 11, 2022",163
FMR310121602,25891602,66,"Thursday, March 10, 2022","Thursday, March 10, 2022",63
FMR38421602,25891602,100,"Tuesday, March 8, 2022","Tuesday, March 8, 2022",95
FMR39403602,25891602,92,"Wednesday, March 9, 2022","Wednesday, March 9, 2022",87
FMR310603401,25891101,356,"Thursday, March 10, 2022","Thursday, March 10, 2022",356
FMR310321101,25891101,313,"Thursday, March 10, 2022","Friday, March 11, 2022",313
FMR310203202,25891101,439,"Thursday, March 10, 2022","Friday, March 11, 2022",417
